SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0.6739130434782609,1,0.6549976969138648,1.4731952420771892,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,-0.6086956521739131,0,-0.014739751266697323,-0.3913387828175478,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,1,0.5,1,-0.8346384154767388,-0.03749313902815482,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,1,1,-0.45652173913043476,1,0.44956241363427,-0.18799615417202342,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,1,1,0.9347826086956522,0,0.647627821280516,1.8312845581165758,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,0.7608695652173914,0,-0.8410870566559188,0.07228241049424786,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,-0.15217391304347827,1,-0.011054813450022927,0.04359341788752063,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
0,1,0,0.6739130434782609,1,-0.1870105941962228,0.6438962215845253,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
0,1,1,-0.021739130434782608,1,0.19714417319207744,0.2444900410000626,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,0,0.6956521739130435,0,-0.8466144633809304,0.006019236507369382,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0,0,-0.10869565217391304,1,0.6227544910179643,0.32333688200601923,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,1,1,-0.021739130434782608,0,0.41547673883003244,0.40399612470207724,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
0,1,1,0.021739130434782608,0,0.19253800092123452,0.28639630446874903,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,1,0,-0.5869565217391305,0,-0.9276830953477659,-0.40063655083749894,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,-0.6086956521739131,1,0.08751727314601566,-0.38970320080452947,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,-0.5,0,-0.934131736526946,-0.38209995468995767,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,1,0,-0.10869565217391304,1,-0.016582220175034388,0.06382453594044124,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
0,1,1,-0.5434782608695652,0,0.5674804237678491,-0.29811060807550194,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,-0.4782608695652174,1,0.5426070935052971,-0.2134287177258042,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,0,0.9347826086956522,1,0.8420082911100876,2.065084376139658,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,0.8913043478260869,1,-0.5582680792261631,0.4132496878027576,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1,1,0,0.7608695652173914,0,0.584983878397052,1.5150425656535145,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0.9347826086956522,1,0.3565177337632429,1.5299248884746723,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
0,0,1,0.32608695652173914,0,-0.9295255642561031,-0.15600652759307893,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,1,-0.34782608695652173,0,-0.2653155228005526,-0.19542258060951212,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,0,-0.2608695652173913,0,-0.9157070474435743,-0.31440748831332443,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,-0.6086956521739131,1,-0.28281897742975576,-0.3956266599868121,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,0,-0.43478260869565216,1,-0.0055274067250114635,-0.2455067541432902,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
0,1,0,-0.10869565217391304,0,-0.3086135421464762,-0.02420219330074448,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,1,-0.6086956521739131,1,0.08014739751266713,-0.38982108058925147,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,-0.10869565217391304,1,0.18240442192538012,0.13674791776411518,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,0.13043478260869565,1,0.10502072777521884,0.39776323108489914,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,1,1,-0.4782608695652174,1,0.09857208659603885,-0.24855689357297306,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,-0.5217391304347826,1,0.47443574389682175,-0.27821839440365714,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,-0.30434782608695654,0,-0.024873330262551716,-0.11866810578237179,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,1,1,-0.391304347826087,0,-0.934131736526946,-0.34530672688359,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,0,0.41304347826086957,1,-0.4615384615384615,0.22029521518586326,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1,0,0,-0.1956521739130435,1,0.20451404882542623,0.0807844899673252,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,0,0.9347826086956522,1,0.7029018885306312,1.9468804220096294,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
0,1,1,-0.45652173913043476,1,0.24320589590050673,-0.21142476138552949,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,1,0.9347826086956522,1,0.26070935052970995,1.3949230650217523,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0,-0.30434782608695654,1,0.5490557346844774,0.005164608068134542,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0.9347826086956522,1,0.3362505757715339,1.4158761967560956,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,1,-0.6086956521739131,1,0.07369875633348688,-0.38992422540088334,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0.7391304347826086,1,0.6347305389221558,1.5323708940076546,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,-0.5869565217391305,1,-0.2091202210962689,-0.37819518682104,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,0,-0.5869565217391305,1,0.07461999078765567,-0.370754025410461,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,0.6956521739130435,0,-0.11607554122524177,0.7382589892545208,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,-0.6086956521739131,0,-0.9203132197144173,-0.40582326136526886,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,-0.15217391304347827,1,-0.49009672961768763,-0.1455446966989976,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,1,0,-0.021739130434782608,0,-0.17411331183786266,0.11439496358619779,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0.8913043478260869,0,-0.9313680331644403,5.1572405815947477e-05,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1,0,0,-0.5217391304347826,0,-0.7719944725932748,-0.3732147659165337,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,-0.3695652173913043,1,0.5407646245969601,-0.04686458191355723,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,0,0.10869565217391304,0,0.845693228926762,0.7372128061651128,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1,1,0,0.9130434782608695,1,0.19069553201289743,1.2608790148196989,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,1,1,0.8913043478260869,0,-0.09488714877936419,0.9270287295137826,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,1,1,0.5,1,0.2524182404421926,0.8632705009522477,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0.8695652173913043,1,0.1676646706586828,1.2097633931696032,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
1,0,0,-0.1956521739130435,1,0.4375863657300783,0.11343719033533119,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,1,-0.391304347826087,1,0.14094887148779375,-0.16081012882050222,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,-0.5869565217391305,1,0.43942883463841564,-0.3624729705337375,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,1,1,-0.5,1,0.18701059419622304,-0.26364550601739456,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,-0.6086956521739131,0,-0.9304467987102717,-0.4059853460692617,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,1,1,-0.1956521739130435,0,0.4412713035467527,0.12401690101413453,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0.6956521739130435,1,0.6651312759097192,1.444815683905357,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,0,-0.5217391304347826,1,0.07369875633348688,-0.31316975057374297,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0.5869565217391305,1,0.6467065868263475,1.3318868501416399,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
0,0,0,0.021739130434782608,1,0.45416858590511294,0.42876561446679656,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0.2391304347826087,0,0.6347305389221558,0.8058483108195222,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
0,0,0,-0.021739130434782608,0,-0.29571625978811605,0.04385864740314519,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1,1,0,-0.5217391304347826,0,-0.0055274067250114635,-0.32265907324386744,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,-0.043478260869565216,1,0.08935974205435299,0.15674327624759174,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,-0.3695652173913043,0,-0.9267618608935974,-0.33360715824992715,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,1,1,0.8260869565217391,1,0.6457853523721789,1.647952022927618,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1,1,0,0.0,1,-0.34546292031321957,0.013121493536872454,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0.5652173913043478,0,0.27913403961308164,0.9772013128861021,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,0,-0.13043478260869565,0,0.09672961768770152,0.10642334314436958,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,1,0,0.10869565217391304,1,0.54721326577614,0.6137189966956822,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0.5,0,0.38507600184246904,0.9845393294850495,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1,1,1,0.9347826086956522,1,0.8364808843850762,2.0633898542342783,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,1,1,0.6304347826086957,1,0.4486411791801015,1.1884860920272744,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
0,1,1,0.13043478260869565,0,-0.9350529709811146,-0.2093913350990742,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0.5869565217391305,1,0.5444495624136345,1.269808408512394,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
0,1,1,-0.10869565217391304,1,-0.907415937356057,-0.2672408394514169,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,1,1,0.8913043478260869,0,-0.9267618608935974,-0.010970187465695112,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,0,0,-0.5869565217391305,1,0.17687701520036866,-0.36042480927419196,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,1,1,0.8478260869565217,1,0.6780285582680795,1.762987957843242,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
0,0,0,-0.6086956521739131,1,0.2699216950713958,-0.3867856761326589,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,-0.3695652173913043,1,0.35375403040073705,-0.11072595528672412,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,0,0.7391304347826086,1,0.2063565177337633,1.0702231980048846,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,1,1,0.08695652173913043,1,-0.2192538000921233,0.16442019722761486,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0.8695652173913043,1,0.4661446338093047,1.5756769799199153,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
0,1,1,0.6739130434782609,1,0.18885306310456013,1.0459546973252338,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,1,1,0.9347826086956522,1,0.787655458314141,2.018993380313339,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,-0.391304347826087,1,-0.21004145555043743,-0.23454393416414018,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,0,0,-0.6086956521739131,0,-0.9359742054352832,-0.4060737559078032,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,-0.41304347826086957,1,0.289267618608936,-0.1660263092944526,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,0,0,-0.34782608695652173,1,-0.4569322892676186,-0.23589955168844368,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
0,1,1,0.10869565217391304,1,0.15845232611699694,0.3682932849043884,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,1,1,0.21739130434782608,1,0.29387379087977894,0.5506533118693892,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0,0,0,0.782608695652174,1,0.6393367111929987,1.5756917148930054,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
1,1,0,0.45652173913043476,1,0.5812989405803779,1.1399048857487024,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
0,0,0,-0.30434782608695654,0,-0.9322892676186089,-0.32000677808762146,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,1,1,0.9347826086956522,1,0.7360663288807002,1.9360060118690203,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
0,1,1,0.9347826086956522,1,0.8337171810225703,2.0107123254366153,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
0,1,1,0.5652173913043478,0,-0.9396591432519575,-0.07197297605935243,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
0,1,1,-0.13043478260869565,1,-0.8245048364808842,-0.2601385824219138,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0.06521739130434782,1,0.18424689083371718,0.3532488773792377,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,1,1,0.5869565217391305,1,-0.029479502533394646,0.7103804201677576,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,-0.6086956521739131,0,-0.9295255642561031,-0.4059706110961714,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,0,0.1956521739130435,0,0.00460617227084293,0.38626995207449993,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
0,0,0,-0.391304347826087,0,-0.002763703362505601,-0.18784880444112084,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,-0.6086956521739131,1,-0.3878397052049746,-0.3973064469191013,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,0,0.5869565217391305,1,0.6798710271764166,1.3661751325226643,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0,1,0,-0.5652173913043478,1,-0.8613542146476277,-0.3855921433123482,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,1,1,-0.4782608695652174,0,-0.01197604790419146,-0.25972600317538663,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,1,1,0.6521739130434783,1,0.5370796867802857,1.3156194398499976,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,0,-0.4782608695652174,0,-0.11146936895439885,-0.2804139053941052,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
0,1,1,0.9130434782608695,1,0.00921234454168586,1.0538231729554302,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
0,1,1,-0.30434782608695654,0,0.5812989405803779,0.07950254730847299,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0,1,0,0.9130434782608695,0,0.05803777061262102,1.1670909111002234,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
0,0,0,0.13043478260869565,1,0.5508982035928145,0.6277466910776054,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,-0.391304347826087,1,-0.5518194380469829,-0.28729513782725447,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
0,1,1,0.6739130434782609,1,-0.9415016121602947,-0.08670794914960783,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,0,0,0.391304347826087,0,-0.19806540764624583,0.399767187425174,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
0,0,0,-0.391304347826087,0,-0.10041455550437565,-0.20635593064248162,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0,0.5869565217391305,0,0.551819438046983,1.2427402629455948,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,1,0,-0.021739130434782608,1,0.7461999078765547,0.5324998250221945,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,1,0,0.6956521739130435,1,0.19714417319207744,0.987294769452927,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,0.043478260869565216,0,0.5103638876093967,0.4964580808434298,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
0,0,0,-0.43478260869565216,1,0.0027637033625058627,-0.2356343221728191,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,0.13043478260869565,1,0.4458774758175956,0.5799464383728169,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,-0.5869565217391305,1,-0.934131736526946,-0.4004007912680549,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,1,1,-0.3695652173913043,0,-0.9461077844311376,-0.34300807108151016,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,-0.6086956521739131,0,0.09120221096269006,-0.38964426091216847,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,-0.5434782608695652,1,0.34730538922155707,-0.3098101767091647,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,1,-0.6086956521739131,1,-0.9461077844311376,-0.406235840611796,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
